Dharma_Drum_Authority_No,Main_Name,Birth,Death
A001470,義淨,+0635-01-01 ~ +0635-12-31,+0713-02-20
A001471,義湘,+0625-02-16 ~ +0626-02-04,+0702-02-06 ~ +0703-01-25
A001472,永平義雲,+1253-12-29 ~ +1254-01-27,+1333-11-27
A001474,義楚,+0895,+0968 ~ +0977
A001482,龍樹,+0150,+0250-01-01 ~ +0250-12-31
A001486,聖德太子,+0573-01-01 ~ +0573-12-31,+0621-01-31 ~ +0622-02-18
A001495,成鷲,+1637-04-15,+1722-11-29
A001499,希元道元,+1200-01-26,+1253-09-29
A001501,印正,+1614-01-01 ~ +1614-12-31,+1691-08-03
A001502,竺道生,+0355-01-01 ~ +0355-12-31,+0434-11-28
A001503,道安,+0314-01-01 ~ +0314-12-31,+0385-01-28 ~ +0386-02-15
A001504,道行,+1089-01-01 ~ +1089-12-31,+1151-03-05
A001507,道沖,+1169-01-01 ~ +1169-12-31,+1250-04-25
A001513,道忞,+1596-01-01 ~ +1596-12-31,+1674-07-30
A001515,道昉,+1588-01-01 ~ +1588-12-31,+1639-01-01 ~ +1639-12-31
A001519,道宣,+0596-01-01 ~ +0596-12-31,+0667-10-28
A001522,道衍,+1335-01-01 ~ +1335-12-31,+1418-05-12
A001525,道氤,+0668-01-01 ~ +0668-12-31,+0740-08-16
A001526,道泰,+0373 ~ +0426,+0428 ~ +0477
A001528,道祖,+0347-01-01 ~ +0347-12-31,+0419-02-12 ~ +0420-01-31
A001531,道液,+0711 ~ +0759,+0761 ~ +0810
A001535,道盛,+0415 ~ +0433,+0483-01-26 ~ +0493-08-28
A001539,道楷,+1043-01-01 ~ +1043-12-31,+1118-06-11
A001547,道綽,+0562-01-01 ~ +0562-12-31,+0645-05-04 ~ +0645-06-02
A001549,道澄,+1616-01-01 ~ +1616-12-31,+1694-01-01 ~ +1694-12-31
A001551,道霈,+1615-12-21,+1702-10-27
A001552,道暹,+0717 ~ +0765,+0780 ~ +0829
A001554,道獨,+1600-01-01 ~ +1600-12-31,+1661-08-16
A001560,道濟,+1487-01-01 ~ +1487-12-31,+1560-02-06 ~ +1561-01-25
A001561,道謙,+1093,+1185
A001569,達珍,+1731-01-01 ~ +1731-12-31,+1790-05-21
A001571,達尊,+1608-01-01 ~ +1608-12-31,+1663-10-01
A001572,達摩笈多,+0529,+0619-01-24 ~ +0620-02-11
A001582,釋靖邁,+0596 ~ +0644,+0646 ~ +0695
A001583,鳩摩羅什,+0344-01-01 ~ +0344-12-31,+0413-05-29
A001584,鳩摩羅佛提,+0216 ~ +0265,+0291 ~ +0340
A001587,僧祐,+0445-01-01 ~ +0445-12-31,+0518-06-21
A001588,僧伽婆羅,+0460-01-01 ~ +0460-12-31,+0524-01-23 ~ +0525-02-09
A001589,僧伽提婆,+0316 ~ +0364,+0385 ~ +0434
A001590,僧伽斯那,+0400,+0499
A001592,僧伽跋摩,+0389 ~ +0432,+0443 ~ +0488
A001593,僧伽跋澄,+0332 ~ +0380,+0382 ~ +0431
A001595,僧旻,+0467-01-01 ~ +0467-12-31,+0527-03-20
A001596,僧朗,+0459 ~ +0507,+0509 ~ +0558
A001598,僧肇,+0384-01-01 ~ +0384-12-31,+0414-02-07 ~ +0415-01-26
A001599,僧叡,+0355-01-01 ~ +0355-12-31,+0439-02-01 ~ +0440-02-19
A001600,僧璩,+0407-01-01 ~ +0407-12-31,+0464-01-26 ~ +0465-02-12
A001601,鑑智僧璨,+0504 ~ +0512,+0606-11-23
A001605,夢窗疏石,+1275-01-01 ~ +1275-12-31,+1351-09-29 ~ +1351-10-28
A001606,實叉難陀,+0652-01-01 ~ +0652-12-31,+0710-10-31 ~ +0710-11-29
A001611,實峰良秀,+1318-01-01 ~ +1318-12-31,+1405-02-09 ~ +1406-01-28
A001617,實賢,+1685-09-06,+1734-05-16
A001620,徹翁義亨,+1295-01-01 ~ +1295-12-31,+1369-02-15 ~ +1370-02-04
A001622,徹御,+1634-01-01 ~ +1634-12-31,+1674-01-21
A001624,明庵榮西,+1141-01-01 ~ +1141-12-31,+1215-05-08 ~ +1215-08-03
A001634,維祇難,+0175 ~ +0223,+0225 ~ +0274
A001638,蒙潤,+1276-01-01 ~ +1276-12-31,+1343-01-30
A001640,趙炅,+0939-11-25,+0997-05-13
A001641,趙遷,+0722 ~ +0769,+0771 ~ +0820
A001660,廣修,+0771-01-01 ~ +0771-12-31,+0843-03-24
A001662,廣真,+1582-01-01 ~ +1582-12-31,+1639-08-28
A001669,德玉,+1628-08-12,+1701-02-08 ~ +1702-01-27
A001671,德宗,+1621-09-19,+1684-10-15
A001673,德洪,+1071-01-01 ~ +1071-12-31,+1128-06-07 ~ +1128-07-06
A001679,德基,+1634-04-21,+1700-02-19 ~ +1701-02-07
A001681,德清,+1546-11-15,+1623-11-03
A001697,德寶,+1513-01-31,+1581-02-14 ~ +1581-03-14
A001700,慶預,+1078-01-01 ~ +1078-12-31,+1140-01-29 ~ +1141-02-15
A001701,慧日,+0680-01-01 ~ +0680-12-31,+0748-02-08 ~ +0749-01-26
A001707,南陽慧忠,+0675-01-01 ~ +0675-12-31,+0775-01-01 ~ +0775-12-31
A001708,慧沼,+0652-01-01 ~ +0652-12-31,+0715-01-30
A001711,慧思,+0515-01-01 ~ +0515-12-31,+0577-02-06 ~ +0578-01-25
A001713,慧苑,+0673-01-01 ~ +0673-12-31,+0743
A001716,慧海,+1626-11-30,+1687-01-01 ~ +1687-12-31
A001719,慧能,+0638-03-02,+0713-09-01
A001724,慧皎,+0497-01-01 ~ +0497-12-31,+0554-03-21 ~ +0554-04-19
A001727,慧智,+0635 ~ +0673,+0694 ~ +0743
A001729,慧琳,+0737-01-01 ~ +0737-12-31,+0820-01-23 ~ +0820-02-17
A001730,慧開,+1183-01-01 ~ +1183-12-31,+1260-05-25
A001737,慧曇,+1304-01-01 ~ +1304-12-31,+1371-11-12
A001738,慧機,+1603-11-22,+1668-10-26
A001741,慧嚴,+0363-01-01 ~ +0363-12-31,+0443-02-16 ~ +0444-02-05
A001743,慧覺,+0395-01-01 ~ +0444-12-31,+0446-01-01 ~ +0495-12-31
A001746,慧觀,+0366-01-01 ~ +0366-12-31,+0436-02-04 ~ +0453-03-17
A001748,憬興,+0621 ~ +0680,+0682 ~ +0721
A001755,澄觀,+0738-01-29 ~ +0739-02-16,+0839-04-27
A001756,潛真,+0718-01-01 ~ +0718-12-31,+0788-02-16 ~ +0789-02-03
A001759,瑩山紹瑾,+1268-01-01 ~ +1268-12-31,+1325-01-24 ~ +1326-02-11
A001762,蓮華戒,+0740-01-01 ~ +0740-12-31,+0767-01-01 ~ +0767-12-31
A001769,妙空,+1826-01-01 ~ +1826-12-31,+1880-10-09
A001772,凝然,+1240-01-01 ~ +1240-12-31,+1321-03-30 ~ +1322-01-25
A001777,曉瑩,+1128,+1220
A001779,曇延,+0516-01-01 ~ +0516-12-31,+0588-02-05 ~ +0589-01-23
A001780,曇果,+0158 ~ +0206,+0208 ~ +0257
A001785,法勇,+0371 ~ +0419,+0421 ~ +0470
A001786,曇摩蜜多,+0356-01-01 ~ +0356-12-31,+0442-08-28
A001788,曇無蘭,+0331 ~ +0380,+0396 ~ +0445
A001789,曇無讖,+0385-01-01 ~ +0385-12-31,+0433-04-07 ~ +0433-05-05
A001793,曇摩蜱,+0315-01-01 ~ +0364-12-31,+0383-01-01 ~ +0432-12-31
A001794,曇摩迦陀耶舍,+0431-01-01 ~ +0480-12-31,+0486-01-01 ~ +0535-12-31
A001796,曇摩耶舍,+0357,+0457
A001797,曇摩崛多,+0358 ~ +0406,+0416 ~ +0465
A001798,曇摩難提,+0350 ~ +0383,+0391 ~ +0426
A001799,曇噩,+1285-01-01 ~ +1285-12-31,+1373-03-14
A001800,曇諦,+0347,+0411
A001802,曇曜,+0407 ~ +0450,+0463 ~ +0506
A001804,曇鸞,+0476-01-01 ~ +0476-12-31,+0542-02-03 ~ +0543-01-22
A001808,燈來,+1614-11-29,+1685-08-17
A001809,燈映,+1625-02-07 ~ +1626-01-27,+1697-10-28
A001812,獨菴玄光,+1630-02-12 ~ +1631-01-31,+1698-03-22
A001825,諦閑,+1858-02-14 ~ +1859-02-02,+1932-07-03
A001831,辨阿聖光,+1162-01-01 ~ +1162-12-31,+1238-03-23
A001832,遵式,+0964-01-01 ~ +0964-12-31,+1032-11-19
A001834,錢謙益,+1582-02-03 ~ +1583-01-23,+1664-01-28 ~ +1665-02-14
A001839,叡尊,+1199-01-01 ~ +1199-12-31,+1288-06-05 ~ +1293-09-12
A001842,闍那耶舍,+0507 ~ +0556,+0582 ~ +0631
A001844,闍那崛多,+0523-01-01 ~ +0523-12-31,+0600-01-23 ~ +0601-02-10
A001849,彌伽釋迦,+0656 ~ +0704,+0706 ~ +0755
A001856,濟能,+1604-01-01 ~ +1604-12-31,+1665-03-08
A001861,釋禪,+1577-01-01 ~ +1577-12-31,+1632-02-20 ~ +1633-02-07
A001869,謝靈運,+0385-01-01 ~ +0385-12-31,+0433-02-07 ~ +0434-01-26
A001872,鍾惺,+1574-01-01 ~ +1574-12-31,+1624-01-01 ~ +1624-12-31
A001873,隆琦,+1592-12-07,+1673-05-19
A001875,鮮演,+1049-01-01 ~ +1049-12-31,+1118-01-31 ~ +1119-02-18
A001877,瞿汝稷,+1548-01-01 ~ +1548-12-31,+1610-01-25 ~ +1611-02-12
A001879,瞿曇法智,+0531 ~ +0580,+0605 ~ +0654
A001882,聶承遠,+0237 ~ +0285,+0314 ~ +0336
A001883,聶道真,+0247 ~ +0306,+0317 ~ +0337
A001884,藏山順空,+1233-01-01 ~ +1233-12-31,+1308-02-01 ~ +1309-02-18
A001889,鎮澄,+1547-01-01 ~ +1547-12-31,+1617-07-16
A001891,魏源,+1794-04-23,+1857-03-26
A001894,懷信,+0794 ~ +0842,+0844 ~ +0893
A001896,懷迪,+0656 ~ +0704,+0707 ~ +0756
A001897,懷海,+0720-01-01 ~ +0720-12-31,+0814-02-14
A001899,懷素,+0624-01-01 ~ +0624-12-31,+0697-01-01 ~ +0697-12-31
A001900,懷深,+1077-01-01 ~ +1077-12-31,+1132-05-14
A001901,懷感,+0601 ~ +0694,+0699-01-01 ~ +0699-12-31
A001907,證空,+1177-01-01 ~ +1177-12-31,+1247-04-12 ~ +1248-02-03
A001910,贊寧,+0919-02-09 ~ +0920-01-28,+1001-02-03 ~ +1002-02-20
A001912,嚴佛調,+0098 ~ +0147,+0149 ~ +0198
A001921,釋寶亮,+0444-01-01 ~ +0444-12-31,+0509-10-31 ~ +0509-11-29
A001922,寶思惟,+0613 ~ +0620,+0721-02-05 ~ +0722-01-25
A001925,寶悟,+1806-01-01 ~ +1806-12-31,+1875-03-13
A001926,寶唱,+0456 ~ +0504,+0506 ~ +0555
A001928,寶雲,+0376-01-01 ~ +0376-12-31,+0449-02-10 ~ +0450-01-29
A001930,寶曇,+1129-01-01 ~ +1129-12-31,+1197-05-21
A001931,繼忠,+1012-01-01 ~ +1012-12-31,+1082-11-06
A001948,覺盛,+1194-01-01 ~ +1194-12-31,+1249-05-09 ~ +1250-02-09
A001954,覺鍐,+1095-01-01 ~ +1095-12-31,+1143-01-25 ~ +1144-02-12
A001959,續法,+1641-11-13,+1728-02-10 ~ +1729-01-28
A001960,道隆,+1213-01-31 ~ +1214-02-18,+1278-05-30 ~ +1278-06-28
A001966,辯機,+0620,+0649-02-20 ~ +0649-07-13
A001971,讀徹,+1588-01-01 ~ +1588-12-31,+1656-06-15
A001972,讀體,+1601-04-05,+1679-03-04
A001984,靈祐 ,+0771-01-01 ~ +0771-12-31,+0853-02-24
A001986,靈辨,+0477-01-01 ~ +0477-12-31,+0522-02-14 ~ +0523-02-02
A001993,觀衡,+1579-09-18,+1646-06-18
A001997,法雲,+1088-01-01 ~ +1088-12-31,+1158-10-21
A001999,智嚴,+0350-01-01 ~ +0350-12-31,+0427-02-13 ~ +0428-02-02
A002000,慧遠,+0523-01-01 ~ +0523-12-31,+0592-02-20 ~ +0593-02-08
A002001,劉莊,+0028-01-01 ~ +0028-12-31,+0075-02-03 ~ +0075-09-02
A002002,傅毅,+0047-02-12 ~ +0048-02-01,+0090 ~ +0091
A002003,蔡愔,+0018 ~ +0066,+0068 ~ +0117
A002004,秦景,+0015 ~ +0063,+0065 ~ +0114
A002012,劉英,+0029,+0071-01-01 ~ +0071-12-31
A002016,劉向,-0077-01-01 ~ -0077-12-31,-0006-01-01 ~ -0006-12-31
A002039,杜光庭,+0850-01-01 ~ +0850-12-31,+0933-02-03 ~ +0933-12-19
A002040,劉志,+0132-01-01 ~ +0132-12-31,+0167-01-01 ~ +0167-12-31
A002041,劉宏,+0156-01-01 ~ +0156-12-31,+0189-01-01 ~ +0189-12-31
A002042,道整,+0345 ~ +0383,+0385 ~ +0724
A002043,劉裕,+0363-01-01 ~ +0363-12-31,+0422-06-27
A002044,元恪,+0483-04-24 ~ +0483-06-21,+0515-02-14
A002045,元詡,+0510-04-10,+0528-04-02
A002046,胡仙真,+0459 ~ +0495,+0528-02-15 ~ +0528-04-02
A002047,常景,+0451,+0550-02-04 ~ +0550-06-09
A002048,元寶炬,+0507-01-01 ~ +0507-12-31,+0551-03-30
A002049,長孫稚,+0436,+0535-02-20 ~ +0536-02-09
A002050,元修,+0511-01-01 ~ +0511-12-31,+0535-01-06
A002051,斛斯椿,+0495-01-01 ~ +0495-12-31,+0537-03-29 ~ +0537-04-27
A002052,李廓,+0459 ~ +0507,+0511 ~ +0562
A002053,道湛,+0459 ~ +0507,+0509 ~ +0558
A002054,崔光,+0449-01-01 ~ +0449-12-31,+0522-01-01 ~ +0522-12-31
A002055,宇文泰,+0507-01-01 ~ +0507-12-31,+0556-01-01 ~ +0556-12-31
A002056,曇顯,+0486 ~ +0534,+0536 ~ +0585
A002057,攘那跋陀羅,+0636,+0728
A002059,僧昉,+0489 ~ +0537,+0540 ~ +0589
A002060,宇文護,+0513-01-24 ~ +0514-02-11,+0572-04-18
A002062,僧辯,+0450 ~ +0498,+0516 ~ +0565
A002063,蕭吉,+0520 ~ +0530,+0606
A002065,佛馱先,+0320 ~ +0369,+0431 ~ +0449
A002066,王恢,+0367 ~ +0415,+0419 ~ +0468
A002067,劉氏,+0392 ~ +0419,+0421 ~ +0491
A002068,蕭思話,+0402-01-01 ~ +0402-12-31,+0455-02-04 ~ +0456-01-23
A002069,智羽,+0378 ~ +0426,+0428 ~ +0477
A002070,智遠,+0378 ~ +0426,+0428 ~ +0477
A002075,道基,+0576,+0637-02-04 ~ +0638-01-23
A002076,釋道元,+1093,+1185
A002085,忽必烈,+1215-09-23,+1294-02-18
A002086,王璋,+1275-01-01 ~ +1275-12-31,+1325-01-01 ~ +1325-12-31
A002087,孛兒只斤愛育黎拔力八達,+1286-01-01 ~ +1286-12-31,+1320-01-01 ~ +1320-12-31
A002088,趙構,+1107-01-01 ~ +1107-12-31,+1187-01-01 ~ +1187-12-31
A002089,滿月,+0787 ~ +0835,+0841 ~ +0890
A002091,紹明,+0811 ~ +0859,+0875 ~ +0924
A002092,明則,+0542 ~ +0610,+0611-01-01 ~ +0618-12-31
A002094,道含,+0361 ~ +0409,+0414 ~ +0460
A002095,玄賾,+0622 ~ +0645,+0709 ~ +0728
A002096,姚嵩,+0367 ~ +0404,+0416-07-12 ~ +0416-08-09
A002097,姚興,+0366-01-01 ~ +0366-12-31,+0416-02-15 ~ +0417-02-03
A002098,蕭衍,+0464-01-01 ~ +0464-12-31,+0549-06-14
A002099,武曌,+0624-01-01 ~ +0624-12-31,+0705-11-25 ~ +0705-12-24
A002100,李顯,+0656-01-01 ~ +0656-12-31,+0710-07-07
A002101,菩提嚩日囉,+0787 ~ +0835,+0842 ~ +0891
A002102,金剛悉地,+0787 ~ +0835,+0842 ~ +0891
A002103,陳壽,+0233-01-01 ~ +0233-12-31,+0297-02-09 ~ +0298-01-28
A002105,劉駿,+0430-09-19,+0464-07-12
A002106,戰陀,+0649 ~ +0687,+0698 ~ +0747
A002108,大通,+0747 ~ +0795,+0798 ~ +0847
A002109,李嶠,+0644,+0713
A002110,韋嗣立,+0654-01-01 ~ +0654-12-31,+0719-01-30 ~ +0720-02-16
A002111,盧藏用,+0664-01-01 ~ +0664-12-31,+0713-01-01 ~ +0713-12-31
A002112,慧嵩,+0362 ~ +0420,+0440 ~ +0459
A002113,道朗,+0377 ~ +0420,+0438 ~ +0477
A002114,侯龍恩,+0493 ~ +0531,+0572-04-18
A002115,房玄齡,+0579-01-01 ~ +0579-12-31,+0648-08-18
A002117,楊慎交,+0675-01-01 ~ +0675-12-31,+0728-02-19 ~ +0729-02-06
A002118,明穆,+0545 ~ +0593,+0595 ~ +0643
A002119,曇遷,+0543-01-01 ~ +0543-12-31,+0608-01-01
A002120,李純,+0778-01-01 ~ +0778-12-31,+0820-01-23 ~ +0820-02-17
A002121,法進,+0931 ~ +0979,+0981 ~ +1030
A002122,智照,+0928 ~ +0976,+0985 ~ +1034
A002123,道圓,+0903 ~ +0941,+0966 ~ +1005
A002124,志顯,+0931 ~ +0979,+0981 ~ +1030
A002125,令遵,+0931 ~ +0979,+0981 ~ +1030
A002126,法定,+0931 ~ +0979,+0981 ~ +1030
A002127,清沼,+0931 ~ +0979,+0981 ~ +1030
A002128,守巒,+0931 ~ +0979,+0981 ~ +1030
A002129,知遜,+0931 ~ +0979,+0981 ~ +1030
A002130,慧超,+0700,+0799
A002131,慧達,+0931 ~ +0979,+0981 ~ +1030
A002132,可瓌,+0931 ~ +0979,+0981 ~ +1030
A002133,善祐,+0931 ~ +0979,+0981 ~ +1030
A002134,可支,+0931 ~ +0979,+0981 ~ +1030
A002135,劉素,+0931 ~ +0979,+0981 ~ +1030
A002136,王文壽,+0931 ~ +0979,+0994-11-12
A002137,張洎,+0933-02-03 ~ +0933-12-19,+0996-01-28 ~ +0997-02-14
A002138,湯悅,+0916 ~ +0954,+0981 ~ +1020
A002145,順貞,+0640 ~ +0683,+0689 ~ +0739
A002146,李治,+0628-07-22,+0683-12-30
A002147,劉徹,-0156-01-01 ~ -0156-12-31,-0087-01-01 ~ -0087-12-31
A002148,東方朔,-0154-01-01 ~ -0154-12-31,-0093-01-01 ~ -0093-12-31
A002149,福善,+0221 ~ +0269,+0281 ~ +0330
A002150,庾穆之,+0371 ~ +0419,+0421 ~ +0470
A002151,劉義慶,+0403-01-01 ~ +0403-12-31,+0444-02-06 ~ +0445-01-24
A002152,曇宗,+0367-01-01 ~ +0367-12-31,+0466-01-10 ~ +0472-01-26
A002153,司馬丕,+0341-01-01 ~ +0341-12-31,+0365-01-01 ~ +0365-12-31
A002154,慧力,+0301 ~ +0344,+0366 ~ +0410
A002158,元宏,+0467-10-14,+0499-04-27
A002159,元善見,+0524-01-01 ~ +0524-12-31,+0551-01-25 ~ +0552-02-12
A002160,姬昌,-1152-01-01 ~ -1152-12-31,-1056-01-01 ~ -1056-12-31
A002161,揚雄,-0053-01-01 ~ -0053-12-31,+0018-01-01 ~ +0018-12-31
A002162,竺佛朔,+0107 ~ +0145,+0180 ~ +0219
A002163,孟福,+0130 ~ +0178,+0180 ~ +0229
A002164,張蓮,+0130 ~ +0178,+0180 ~ +0229
A002165,康巨,+0138 ~ +0186,+0188 ~ +0237
A002166,曇摩迦羅,+0183 ~ +0221,+0251 ~ +0282
A002167,曇帝,+0205 ~ +0253,+0255 ~ +0304
A002168,帛延,+0207 ~ +0255,+0261 ~ +0310
A002169,孫權,+0182-01-01 ~ +0182-12-31,+0252-02-27 ~ +0252-04-25
A002171,支亮,+0171 ~ +0219,+0221 ~ +0270
A002172,韋昭,+0204-01-01 ~ +0204-12-31,+0273-01-01 ~ +0273-12-31
A002173,孫和,+0224,+0253
A002174,孔丘,-0551-01-01 ~ -0551-12-31,-0479-01-01 ~ -0479-12-31
A002175,孫皓,+0242-01-01 ~ +0242-12-31,+0284-01-01 ~ +0284-12-31
A002176,張昱,+0216 ~ +0264,+0266 ~ +0315
A002178,蘇峻,+0229,+0328-01-01 ~ +0328-12-31
A002179,何充,+0292-01-01 ~ +0292-12-31,+0346-02-21
A002180,趙誘,+0220,+0318-01-01 ~ +0319-12-31
A002181,孫綽,+0314-01-01 ~ +0314-12-31,+0371-01-01 ~ +0371-12-31
A002183,道整,+0350 ~ +0398,+0400 ~ +0449
A002184,慧應,+0350 ~ +0398,+0402-02-19 ~ +0403-02-08
A002185,慧嵬,+0350 ~ +0398,+0400 ~ +0449
A002190,智猛,+0365 ~ +0403,+0446-01-01 ~ +0453-12-31
A002191,法和,+0321 ~ +0336,+0401 ~ +0415
A002192,竺僧朗,+0325 ~ +0332,+0409 ~ +0416
A002193,竺法汰,+0320-01-01 ~ +0320-12-31,+0387-02-06 ~ +0388-01-25
A002194,僧先,+0315 ~ +0333,+0352 ~ +0414
A002195,竺僧輔,+0331 ~ +0388,+0390 ~ +0399
A002196,竺僧敷,+0285 ~ +0303,+0323 ~ +0372
A002197,曇翼,+0324,+0405 ~ +0419
A002198,朱士行,+0203-01-01 ~ +0203-12-31,+0282-01-26 ~ +0283-02-13
A002199,支孝龍,+0254 ~ +0302,+0304 ~ +0353
A002200,康僧淵,+0276 ~ +0324,+0343 ~ +0392
A002201,法雅,+0281 ~ +0319,+0350 ~ +0399
A002202,康法朗,+0258 ~ +0306,+0314 ~ +0363
A002203,竺法乘,+0280 ~ +0282,+0291 ~ +0379
A002204,竺潛,+0286-01-01 ~ +0286-12-31,+0374-01-30 ~ +0375-02-17
A002205,支遁,+0314-01-01 ~ +0314-12-31,+0366-04-30
A002206,于法蘭,+0231 ~ +0279,+0290 ~ +0339
A002207,于法開,+0322 ~ +0360,+0366 ~ +0385
A002208,竺法義,+0307-01-01 ~ +0307-12-31,+0380-02-23 ~ +0381-02-10
A002209,竺僧度,+0322 ~ +0360,+0381 ~ +0421
A002210,法遇,+0316,+0376 ~ +0396
A002211,曇徽,+0323-01-01 ~ +0323-12-31,+0395-02-07 ~ +0396-01-27
A002212,道立,+0300,+0402
A002213,曇戒,+0328,+0397 ~ +0403
A002214,竺法曠,+0327-01-01 ~ +0327-12-31,+0402-02-19 ~ +0403-02-08
A002215,竺道壹,+0327,+0397 ~ +0403
A002216,慧虔,+0320,+0405-03-03 ~ +0419-01-28
A002217,慧持,+0337-01-01 ~ +0337-12-31,+0412-01-31 ~ +0413-02-17
A002218,慧永,+0332-01-01 ~ +0332-12-31,+0414-02-07 ~ +0415-01-26
A002219,僧濟,+0357 ~ +0375,+0397 ~ +0415
A002220,法安,+0356 ~ +0404,+0419 ~ +0468
A002221,曇邕,+0350 ~ +0382,+0417 ~ +0449
A002222,僧䂮,+0344-01-01 ~ +0344-12-31,+0416-02-15 ~ +0416-03-15
A002223,曇影,+0336,+0405 ~ +0419
A002224,道恒,+0346-01-01 ~ +0346-12-31,+0417-02-04 ~ +0418-02-21
A002225,慧叡,+0355-01-01 ~ +0355-12-31,+0439-02-01 ~ +0440-02-19
A002226,慧義,+0372-01-01 ~ +0372-12-31,+0444-02-06 ~ +0445-01-24
A002227,道淵,+0385 ~ +0423,+0454 ~ +0491
A002228,僧弼,+0365-01-01 ~ +0365-12-31,+0442-01-28 ~ +0443-02-15
A002229,慧靜,+0356 ~ +0393,+0424-01-01 ~ +0453-12-31
A002230,僧苞,+0354,+0424-09-18 ~ +0453-03-17
A002231,僧詮,+0463 ~ +0511,+0513 ~ +0562
A002232,曇鑒,+0343,+0444
A002233,慧安,+0354,+0424-09-18 ~ +0453-03-17
A002234,曇無成,+0361,+0424 ~ +0453
A002235,僧含,+0381 ~ +0429,+0431 ~ +0480
A002236,僧徹,+0383-01-01 ~ +0383-12-31,+0452-02-07 ~ +0453-01-26
A002237,僧導,+0362-01-01 ~ +0362-12-31,+0457-01-01 ~ +0457-12-31
A002238,道汪,+0367,+0466-01-10 ~ +0466-02-01
A002239,釋慧靜,+0417,+0472
A002240,法愍,+0373 ~ +0421,+0427 ~ +0476
A002241,道亮,+0398,+0466 ~ +0472
A002242,梵敏,+0373,+0472
A002243,道溫,+0398-01-01 ~ +0398-12-31,+0466-01-10 ~ +0466-02-01
A002244,曇斌,+0407,+0473 ~ +0477
A002245,慧亮,+0411,+0473 ~ +0477
A002246,僧鏡,+0407,+0473 ~ +0477
A002247,僧瑾,+0395,+0473 ~ +0477
A002248,道猛,+0411-01-01 ~ +0411-12-31,+0475-01-24 ~ +0476-02-11
A002249,超進,+0380,+0473 ~ +0477
A002250,法珍,+0398,+0473 ~ +0477
A002251,帛道猷,+0412,+0477
A002252,慧通,+0415-01-01 ~ +0415-12-31,+0477-08-06 ~ +0479-05-28
A002253,僧淵,+0414-01-01 ~ +0414-12-31,+0481-02-16 ~ +0482-02-04
A002254,曇度,+0390,+0489-02-17 ~ +0490-02-06
A002255,道慧,+0451-01-01 ~ +0451-12-31,+0481-02-16 ~ +0482-02-04
A002256,僧鍾,+0430-01-01 ~ +0430-12-31,+0489-02-17 ~ +0490-02-06
A002257,弘充,+0412-01-01 ~ +0412-12-31,+0483-01-26 ~ +0493-08-28
A002258,智林,+0409-01-01 ~ +0409-12-31,+0487-02-10 ~ +0488-01-29
A002259,法瑗,+0409-01-01 ~ +0409-12-31,+0489-02-17 ~ +0490-02-06
A002260,僧遠,+0414-01-01 ~ +0414-12-31,+0484-02-13 ~ +0484-03-13
A002261,僧慧,+0408-01-01 ~ +0408-12-31,+0486-01-22 ~ +0487-02-09
A002262,僧柔,+0431-01-01 ~ +0431-12-31,+0494-09-11 ~ +0494-12-05
A002263,慧基,+0412-01-01 ~ +0412-12-31,+0496-02-01 ~ +0497-02-18
A002264,慧次,+0434-01-01 ~ +0434-12-31,+0490-02-07 ~ +0491-01-26
A002265,慧隆,+0429-01-01 ~ +0429-12-31,+0490-02-07 ~ +0491-01-26
A002266,僧宗,+0438-01-01 ~ +0438-12-31,+0496-02-01 ~ +0497-02-18
A002267,法安,+0454-01-01 ~ +0454-12-31,+0498-05-10 ~ +0498-09-01
A002268,僧印,+0435-01-01 ~ +0435-12-31,+0499-01-29 ~ +0500-02-15
A002269,釋法度,+0437-01-01 ~ +0437-12-31,+0500-02-16 ~ +0501-02-05
A002270,智秀,+0440-01-01 ~ +0440-12-31,+0502-05-02 ~ +0503-02-13
A002271,慧球,+0431-01-01 ~ +0431-12-31,+0504-02-03 ~ +0505-01-22
A002272,僧盛,+0444 ~ +0469,+0502-05-02 ~ +0520-02-05
A002273,智順,+0447-01-01 ~ +0447-12-31,+0507-01-31 ~ +0508-02-18
A002274,法通,+0443-01-01 ~ +0443-12-31,+0512-02-05 ~ +0513-01-23
A002275,慧集,+0456-01-01 ~ +0456-12-31,+0515-02-02 ~ +0516-02-19
A002276,曇斐,+0443-01-01 ~ +0443-12-31,+0518-01-29 ~ +0519-02-16
A002277,佛圖澄,+0233-01-01 ~ +0233-12-31,+0349-01-14
A002278,單道開,+0249 ~ +0261,+0357-02-07 ~ +0376-09-30
A002279,竺佛調,+0250,+0349
A002280,耆域,+0254 ~ +0302,+0307 ~ +0356
A002281,揵陀勒,+0263,+0324
A002282,訶羅竭,+0199,+0298-01-29 ~ +0299-02-16
A002283,竺法慧,+0287 ~ +0289,+0344 ~ +0345
A002284,安慧則,+0258 ~ +0306,+0314 ~ +0363
A002285,涉公,+0282,+0381-01-13 ~ +0381-02-10
A002286,曇霍,+0352 ~ +0400,+0402 ~ +0451
A002287,史宗,+0370,+0431
A002288,杯渡,+0322 ~ +0400,+0426-01-25 ~ +0427-02-12
A002289,曇始,+0374 ~ +0395,+0452 ~ +0473
A002290,法朗,+0397 ~ +0445,+0447 ~ +0496
A002291,邵碩,+0374,+0473-10-08
A002292,慧安,+0435,+0499
A002293,法匱,+0470 ~ +0487,+0489-02-17 ~ +0490-02-06
A002294,僧慧,+0402,+0499-01-29 ~ +0502-01-02
