"name","birth","death","lifespan","occupation","country","id","dataset"
"Zoë Dominic",1920,2011,91,"photographer","United Kingdom","http://www.wikidata.org/entity/Q8074733","wikidata"
"Thomas P. Morley",1920,2012,92,"physician","United Kingdom","http://www.wikidata.org/entity/Q98506698","wikidata"
"Adrian Cruft",1921,1987,66,"composer","United Kingdom","http://www.wikidata.org/entity/Q372793","wikidata"
"Geoffrey Alexander",1921,1989,68,"actor","United Kingdom","http://www.wikidata.org/entity/Q5534400","wikidata"
"Stefan De Haan",1921,2010,89,"composer","United Kingdom","http://www.wikidata.org/entity/Q59628495","wikidata"
"A.P. Thornton",1921,2004,83,"professor","United Kingdom","http://www.wikidata.org/entity/Q98518307","wikidata"
"Richard Graydon",1922,2014,92,"stunt performer","United Kingdom","http://www.wikidata.org/entity/Q18702985","wikidata"
"Ernie Clements",1922,2006,84,"sport cyclist","United Kingdom","http://www.wikidata.org/entity/Q5394421","wikidata"
"Joyce Jacobs",1922,2013,91,"actor","United Kingdom","http://www.wikidata.org/entity/Q6297527","wikidata"
"Cyril William Sibley",1923,1945,22,"airman","United Kingdom","http://www.wikidata.org/entity/Q1148715","wikidata"
"Anthony Montague Browne",1923,2013,90,"diplomat","United Kingdom","http://www.wikidata.org/entity/Q15619216","wikidata"
"Arthur H. Lefebvre",1923,2003,80,"engineer","United Kingdom","http://www.wikidata.org/entity/Q4798934","wikidata"
"Marie Cathcart, Countess Cathcart",1923,2015,92,NA,"United Kingdom","http://www.wikidata.org/entity/Q6762790","wikidata"
"Yvonne Owen",1923,1990,67,"actor","United Kingdom","http://www.wikidata.org/entity/Q8062495","wikidata"
"Herbert Blaber",1924,1944,20,"military officer","United Kingdom","http://www.wikidata.org/entity/Q111926979","wikidata"
"Reed Crawford",1924,2006,82,"fashion designer","United Kingdom","http://www.wikidata.org/entity/Q20810709","wikidata"
"Charles Dowsett",1924,1998,74,"academic","United Kingdom","http://www.wikidata.org/entity/Q5076962","wikidata"
"Peter Yates",1924,1992,68,"organic chemist","United Kingdom","http://www.wikidata.org/entity/Q56642145","wikidata"
"Ronald Bunting",1924,1984,60,"engineer","United Kingdom","http://www.wikidata.org/entity/Q7364708","wikidata"
"Antony Gibbs",1925,2016,91,"film editor","United Kingdom","http://www.wikidata.org/entity/Q3209151","wikidata"
"Alan Edwards",1925,2003,78,"actor","United Kingdom","http://www.wikidata.org/entity/Q4706574","wikidata"
"Christopher James, 5th Baron Northbourne",1926,2019,93,"politician","United Kingdom","http://www.wikidata.org/entity/Q1086773","wikidata"
"Patrick Neill, Baron Neill of Bladen",1926,2016,90,"judge","United Kingdom","http://www.wikidata.org/entity/Q2057844","wikidata"
"Jack Britto",1926,2013,87,"field hockey player","United Kingdom","http://www.wikidata.org/entity/Q6111421","wikidata"
"Kenneth G. McNeill",1926,2008,82,"professor","United Kingdom","http://www.wikidata.org/entity/Q98446187","wikidata"
"Alan Neville Gent",1927,2012,85,"engineer","United Kingdom","http://www.wikidata.org/entity/Q15430647","wikidata"
"Robin Leonard Bidwell",1927,1994,67,"explorer","United Kingdom","http://www.wikidata.org/entity/Q15842773","wikidata"
"John Gilbert, Baron Gilbert",1927,2013,86,"politician","United Kingdom","http://www.wikidata.org/entity/Q1700212","wikidata"
"Derek Jones",1927,2008,81,"justice of the peace","United Kingdom","http://www.wikidata.org/entity/Q17404010","wikidata"
"Joy Michael",1927,2018,91,NA,"United Kingdom","http://www.wikidata.org/entity/Q19668518","wikidata"
"Desmond Robinson",1927,2015,88,"engineer","United Kingdom","http://www.wikidata.org/entity/Q5264791","wikidata"
"Q65032230",1927,2006,79,"hydrobiologist","United Kingdom","http://www.wikidata.org/entity/Q65032230","wikidata"
"Betty I. Roots",1927,2020,93,"professor","United Kingdom","http://www.wikidata.org/entity/Q98518160","wikidata"
"J. A. Cuddon",1928,1996,68,"writer","United Kingdom","http://www.wikidata.org/entity/Q15492154","wikidata"
"Tony Conyers",1928,2011,83,"journalist","United Kingdom","http://www.wikidata.org/entity/Q16019018","wikidata"
"Jeremy Morse",1928,2016,88,"author","United Kingdom","http://www.wikidata.org/entity/Q1687611","wikidata"
"Peter Griffiths",1928,2013,85,"politician","United Kingdom","http://www.wikidata.org/entity/Q337895","wikidata"
"James MacTaggart",1928,1974,46,"television producer","United Kingdom","http://www.wikidata.org/entity/Q6138661","wikidata"
"Timothy Holme",1928,1987,59,"actor","United Kingdom","http://www.wikidata.org/entity/Q938824","wikidata"
"David Clarke",1929,2002,73,"Formula One driver","United Kingdom","http://www.wikidata.org/entity/Q2320172","wikidata"
"Peter",1929,1946,17,"mouser","United Kingdom","http://www.wikidata.org/entity/Q51841231","wikidata"
"John Crook",1930,2011,81,"ornithologist","United Kingdom","http://www.wikidata.org/entity/Q323480","wikidata"
"James Douldas Prentice",1930,2018,88,"professor","United Kingdom","http://www.wikidata.org/entity/Q75883150","wikidata"
"Tudor Gates",1930,2007,77,"screenwriter","United Kingdom","http://www.wikidata.org/entity/Q7851280","wikidata"
"Lloyd Binch",1931,2016,85,"sport cyclist","United Kingdom","http://www.wikidata.org/entity/Q17488212","wikidata"
"Richard Vincent, Baron Vincent of Coleshill",1931,2018,87,"politician","United Kingdom","http://www.wikidata.org/entity/Q335538","wikidata"
"David Jeaffreson",1931,2008,77,"businessperson","United Kingdom","http://www.wikidata.org/entity/Q5235607","wikidata"
"Michael Spice",1931,1983,52,"actor","United Kingdom","http://www.wikidata.org/entity/Q6834533","wikidata"
"Elspeth Howe, Baroness Howe of Idlicote",1932,2022,90,"politician","United Kingdom","http://www.wikidata.org/entity/Q1251189","wikidata"
"Bill Williams",1932,2019,87,"writer","United Kingdom","http://www.wikidata.org/entity/Q16977280","wikidata"
"Robin Neville, 10th Baron Braybrooke",1932,2017,85,"politician","United Kingdom","http://www.wikidata.org/entity/Q26215688","wikidata"
"Stanley Hartland",1932,2014,82,"chemical engineer","United Kingdom","http://www.wikidata.org/entity/Q59530928","wikidata"
"Peter Gould",1932,2000,68,"geographer","United Kingdom","http://www.wikidata.org/entity/Q7174310","wikidata"
"Donald Nicholls, Baron Nicholls of Birkenhead",1933,2019,86,"judge","United Kingdom","http://www.wikidata.org/entity/Q137955","wikidata"
"Bruno Schroder",1933,2019,86,"banker","United Kingdom","http://www.wikidata.org/entity/Q993755","wikidata"
"Wally Herbert",1934,2007,73,"explorer","United Kingdom","http://www.wikidata.org/entity/Q1347150","wikidata"
"Peter Jenkins",1934,1992,58,"journalist","United Kingdom","http://www.wikidata.org/entity/Q7174965","wikidata"
"R. J. Berry",1934,2018,84,"geneticist","United Kingdom","http://www.wikidata.org/entity/Q7273706","wikidata"
"Tremayne Rodd, 3rd Baron Rennell",1935,2006,71,"politician","United Kingdom","http://www.wikidata.org/entity/Q16017551","wikidata"
"Donald Tosh",1935,2019,84,"screenwriter","United Kingdom","http://www.wikidata.org/entity/Q3036101","wikidata"
"David Robert Ford",1935,2017,82,"politician","United Kingdom","http://www.wikidata.org/entity/Q5239105","wikidata"
"Patrick Garland",1935,2013,78,"actor","United Kingdom","http://www.wikidata.org/entity/Q7146555","wikidata"
"Peter Dudley",1935,1983,48,"actor","United Kingdom","http://www.wikidata.org/entity/Q7173758","wikidata"
"Adrian Vaks",1936,2012,76,"scenographer","United Kingdom","http://www.wikidata.org/entity/Q109496466","wikidata"
"Frederick Smith, 3rd Earl of Birkenhead",1936,1985,49,"writer","United Kingdom","http://www.wikidata.org/entity/Q1453008","wikidata"
"Kristin Linklater",1936,2020,84,"actor","United Kingdom","http://www.wikidata.org/entity/Q1555232","wikidata"
"Allan Mackintosh",1936,1995,59,"physicist","United Kingdom","http://www.wikidata.org/entity/Q2648046","wikidata"
"John Albery",1936,2013,77,"chemist","United Kingdom","http://www.wikidata.org/entity/Q6218465","wikidata"
"Peter Beales",1936,2013,77,"rose breeder","United Kingdom","http://www.wikidata.org/entity/Q7172731","wikidata"
"Ralph Cosham",1936,2014,78,"actor","United Kingdom","http://www.wikidata.org/entity/Q7287366","wikidata"
"William Aldous",1936,2018,82,"politician","United Kingdom","http://www.wikidata.org/entity/Q8004239","wikidata"
"Terence Thomas, Baron Thomas of Macclesfield",1937,2018,81,"politician","United Kingdom","http://www.wikidata.org/entity/Q2404534","wikidata"
"Clive Limpkin",1937,2020,83,"writer","United Kingdom","http://www.wikidata.org/entity/Q29051905","wikidata"
"Bill Hume",1937,2005,68,"association football player","United Kingdom","http://www.wikidata.org/entity/Q4909523","wikidata"
"Ron Noades",1937,2013,76,"businessperson","United Kingdom","http://www.wikidata.org/entity/Q7364213","wikidata"
"Barbara C. Bowen",1937,2019,82,"literary scholar","United Kingdom","http://www.wikidata.org/entity/Q79347647","wikidata"
"Vivien Noakes",1937,2011,74,"writer","United Kingdom","http://www.wikidata.org/entity/Q7937866","wikidata"
"Tonia Shand",1938,2020,82,"diplomat","United Kingdom","http://www.wikidata.org/entity/Q105892622","wikidata"
"Alan Turney",1938,2006,68,"translator","United Kingdom","http://www.wikidata.org/entity/Q17211862","wikidata"
"Robert Stevens",1938,2001,63,"photojournalist","United Kingdom","http://www.wikidata.org/entity/Q18208514","wikidata"
"John Edwin Midwinter",1938,2021,83,"scientist","United Kingdom","http://www.wikidata.org/entity/Q21165773","wikidata"
"Roger Swinfen Eady, 3rd Baron Swinfen",1938,2022,84,"politician","United Kingdom","http://www.wikidata.org/entity/Q2161892","wikidata"
"David E. H. Jones",1938,2017,79,"writer","United Kingdom","http://www.wikidata.org/entity/Q260857","wikidata"
"Paul Hollingdale",1938,2017,79,"radio personality","United Kingdom","http://www.wikidata.org/entity/Q7151344","wikidata"
"Les Harris",1939,2009,70,"engineer","United Kingdom","http://www.wikidata.org/entity/Q16018462","wikidata"
"Michael Wearing",1939,2017,78,"television producer","United Kingdom","http://www.wikidata.org/entity/Q1648338","wikidata"
"Roger Cowley",1939,2015,76,"physicist","United Kingdom","http://www.wikidata.org/entity/Q1792545","wikidata"
"Julian Barrow",1939,2013,74,"painter","United Kingdom","http://www.wikidata.org/entity/Q21465499","wikidata"
"Ray Lovejoy",1939,2001,62,"film editor","United Kingdom","http://www.wikidata.org/entity/Q338042","wikidata"
"John Fiske",1939,2021,82,"scientist","United Kingdom","http://www.wikidata.org/entity/Q705089","wikidata"
"Terry Gill",1939,2015,76,"actor","United Kingdom","http://www.wikidata.org/entity/Q7704440","wikidata"
"John Adams",1939,2012,73,"jurist","United Kingdom","http://www.wikidata.org/entity/Q93371891","wikidata"
"Bernard d'Abrera",1940,2017,77,"lepidopterist","United Kingdom","http://www.wikidata.org/entity/Q2650601","wikidata"
"A. J. Quinnell",1940,2005,65,"writer","United Kingdom","http://www.wikidata.org/entity/Q278816","wikidata"
"Foxhunter",1940,1959,19,NA,"United Kingdom","http://www.wikidata.org/entity/Q5477201","wikidata"
"Anne Gibson, Baroness Gibson of Market Rasen",1940,2018,78,"politician","United Kingdom","http://www.wikidata.org/entity/Q565337","wikidata"
"Pete Chisman",1940,2003,63,"engineer","United Kingdom","http://www.wikidata.org/entity/Q7171895","wikidata"
"Roy Cromack",1940,2017,77,"sport cyclist","United Kingdom","http://www.wikidata.org/entity/Q7372710","wikidata"
"John Salt",1941,2017,76,"presbyter","United Kingdom","http://www.wikidata.org/entity/Q16207955","wikidata"
"Brian Winston",1941,2022,81,"professor","United Kingdom","http://www.wikidata.org/entity/Q4965664","wikidata"
"Michael Cooper",1941,1973,32,"photographer","United Kingdom","http://www.wikidata.org/entity/Q6829447","wikidata"
"James A. Beckford",1942,2022,80,"sociologist","United Kingdom","http://www.wikidata.org/entity/Q2080862","wikidata"
"Jane Wadsworth",1942,1997,55,"statistician","United Kingdom","http://www.wikidata.org/entity/Q52615549","wikidata"
"William D. E. Coulson",1942,2001,59,"university teacher","United Kingdom","http://www.wikidata.org/entity/Q65789514","wikidata"
"Joan Atkinson",1943,1993,50,"jewelry designer","United Kingdom","http://www.wikidata.org/entity/Q105686406","wikidata"
"Nigel Forman",1943,2017,74,"politician","United Kingdom","http://www.wikidata.org/entity/Q13529900","wikidata"
"Richard Simeon",1943,2013,70,"professor","United Kingdom","http://www.wikidata.org/entity/Q98506695","wikidata"
"Pete Smith",1944,2021,77,"sport cyclist","United Kingdom","http://www.wikidata.org/entity/Q18128190","wikidata"
"W. James Shuttleworth",1945,2020,75,"meteorologist","United Kingdom","http://www.wikidata.org/entity/Q105426934","wikidata"
"John Elliott",1945,2019,74,"psychologist","United Kingdom","http://www.wikidata.org/entity/Q109591562","wikidata"
"Frank Bisby",1945,2011,66,"botanist","United Kingdom","http://www.wikidata.org/entity/Q5485334","wikidata"
"Michael N. Harbour",1945,2009,64,"actor","United Kingdom","http://www.wikidata.org/entity/Q6833007","wikidata"
"Rod Saunders",1945,2018,73,"botanical collector","United Kingdom","http://www.wikidata.org/entity/Q92798130","wikidata"
"Peter II",1946,1947,1,"mouser","United Kingdom","http://www.wikidata.org/entity/Q51827254","wikidata"
"Mick Bradley",1947,1972,25,"drummer","United Kingdom","http://www.wikidata.org/entity/Q27662067","wikidata"
"David Landau",1947,2015,68,"journalist","United Kingdom","http://www.wikidata.org/entity/Q2909682","wikidata"
"Carl Andrews",1947,1990,43,"actor","United Kingdom","http://www.wikidata.org/entity/Q5039826","wikidata"
"John Mayhew",1947,2009,62,"drummer","United Kingdom","http://www.wikidata.org/entity/Q653472","wikidata"
"Michael Beddow",1947,2019,72,"Germanist","United Kingdom","http://www.wikidata.org/entity/Q6828524","wikidata"
"Tony Elliott",1947,2020,73,"publisher","United Kingdom","http://www.wikidata.org/entity/Q7822287","wikidata"
"Laurence Lewin",1948,2008,60,NA,"United Kingdom","http://www.wikidata.org/entity/Q47542318","wikidata"
"Martin Woodward",1948,2006,58,"engineer","United Kingdom","http://www.wikidata.org/entity/Q6776912","wikidata"
"Ron Smerczak",1949,2019,70,"actor","United Kingdom","http://www.wikidata.org/entity/Q19650518","wikidata"
"Steve Moore",1949,2014,65,"cartoonist","United Kingdom","http://www.wikidata.org/entity/Q7613410","wikidata"
"Dru Stix",1950,2016,66,NA,"United Kingdom","http://www.wikidata.org/entity/Q5398062","wikidata"
"Paul Fox",1951,2007,56,"guitarist","United Kingdom","http://www.wikidata.org/entity/Q15453501","wikidata"
"Mike ""Clay"" Stone",1951,2002,51,"composer","United Kingdom","http://www.wikidata.org/entity/Q834558","wikidata"
"Margaret Julia Tobin",1952,2002,50,NA,"United Kingdom","http://www.wikidata.org/entity/Q106856344","wikidata"
"John Thomas",1952,2016,64,"musician","United Kingdom","http://www.wikidata.org/entity/Q23562565","wikidata"
"Freddie Phillips",1953,2003,50,"composer","United Kingdom","http://www.wikidata.org/entity/Q3087010","wikidata"
"David Graddol",1953,2019,66,"linguist","United Kingdom","http://www.wikidata.org/entity/Q5234288","wikidata"
"Richard Joseph",1953,2007,54,"composer","United Kingdom","http://www.wikidata.org/entity/Q720281","wikidata"
"Anthony M. Grant",1954,2020,66,"psychologist","United Kingdom","http://www.wikidata.org/entity/Q84955159","wikidata"
"Malcolm Dome",1955,2021,66,"writer","United Kingdom","http://www.wikidata.org/entity/Q6742283","wikidata"
"Vic Tandy",1955,2005,50,"engineer","United Kingdom","http://www.wikidata.org/entity/Q7924922","wikidata"
"Charlie Moody",1956,2011,55,"mechanic","United Kingdom","http://www.wikidata.org/entity/Q17402881","wikidata"
"Mark Whittow",1957,2017,60,"historian","United Kingdom","http://www.wikidata.org/entity/Q27918238","wikidata"
"Jane Packer",1959,2011,52,"florist","United Kingdom","http://www.wikidata.org/entity/Q19335490","wikidata"
"Jeremy P. Richards",1960,2019,59,"geologist","United Kingdom","http://www.wikidata.org/entity/Q84224499","wikidata"
"Paul Berry",1961,2001,40,"animator","United Kingdom","http://www.wikidata.org/entity/Q3953094","wikidata"
"Garry Sharpe-Young",1964,2010,46,"drawer","United Kingdom","http://www.wikidata.org/entity/Q1278364","wikidata"
"Gavin Packard",1964,2012,48,"actor","United Kingdom","http://www.wikidata.org/entity/Q5528243","wikidata"
"Mark Haigh-Hutchinson",1964,2008,44,"engineer","United Kingdom","http://www.wikidata.org/entity/Q6767878","wikidata"
"Lenin Gani",1967,2013,46,"journalist","United Kingdom","http://www.wikidata.org/entity/Q15992999","wikidata"
"Nicholas Russell, 6th Earl Russell",1968,2014,46,"politician","United Kingdom","http://www.wikidata.org/entity/Q1984984","wikidata"
"Mark Fisher",1968,2017,49,"writer","United Kingdom","http://www.wikidata.org/entity/Q20740852","wikidata"
"Mark Sutton",1971,2013,42,"stunt performer","United Kingdom","http://www.wikidata.org/entity/Q15993551","wikidata"
"Adrian Greenwood",1973,2016,43,"historian","United Kingdom","http://www.wikidata.org/entity/Q21592484","wikidata"
"Gervase Markham",1978,2018,40,"engineer","United Kingdom","http://www.wikidata.org/entity/Q5553492","wikidata"
"Desert Orchid",1979,2006,27,NA,"United Kingdom","http://www.wikidata.org/entity/Q5263987","wikidata"
"Apex",1980,2017,37,"record producer","United Kingdom","http://www.wikidata.org/entity/Q27983599","wikidata"
"Ellie Butler",2006,2013,7,NA,"United Kingdom","http://www.wikidata.org/entity/Q108182472","wikidata"
"Nichols Canyon",2010,2017,7,NA,"United Kingdom","http://www.wikidata.org/entity/Q22006898","wikidata"
"Columba of Sens",257,273,16,NA,"Spain","http://www.wikidata.org/entity/Q448171","wikidata"
"Helladius of Toledo",501,633,132,"Catholic priest","Spain","http://www.wikidata.org/entity/Q3721107","wikidata"
"Fructuosus of Braga",601,665,64,"writer","Spain","http://www.wikidata.org/entity/Q705395","wikidata"
"Baruch ben Isaac of Aleppo",1050,1125,75,NA,"Spain","http://www.wikidata.org/entity/Q60439521","wikidata"
"Maimon ben Yossef HaDayan",1110,1170,60,"rabbi","Spain","http://www.wikidata.org/entity/Q3303401","wikidata"
"Miguel Hispano",1150,1230,80,NA,"Spain","http://www.wikidata.org/entity/Q20925444","wikidata"
"Gil de Torres",1180,1254,74,"Catholic priest","Spain","http://www.wikidata.org/entity/Q748383","wikidata"
"Ordonho Alvares",1230,1285,55,"Catholic priest","Spain","http://www.wikidata.org/entity/Q2975572","wikidata"
"Solomon Alami",1370,1420,50,"writer","Spain","http://www.wikidata.org/entity/Q1767640","wikidata"
"Juan de Alarcón",1395,1451,56,"writer","Spain","http://www.wikidata.org/entity/Q5952971","wikidata"
"Diego Salcedo",1401,1511,110,"military personnel","Spain","http://www.wikidata.org/entity/Q3027443","wikidata"
"Luis de Vega",1450,1562,112,"architect","Spain","http://www.wikidata.org/entity/Q2686751","wikidata"
"Juan de Vera",1453,1507,54,"Catholic priest","Spain","http://www.wikidata.org/entity/Q2272590","wikidata"
"Abraham ben Eliezer Halevi",1460,1529,69,"rabbi","Spain","http://www.wikidata.org/entity/Q330771","wikidata"
"Joseph Taitazak",1465,1546,81,"rabbi","Spain","http://www.wikidata.org/entity/Q2334097","wikidata"
"Juan de Zúñiga y Pimentel",1465,1504,39,"Catholic priest","Spain","http://www.wikidata.org/entity/Q939862","wikidata"
"Matthäus Adriani",1470,1521,51,"physician","Spain","http://www.wikidata.org/entity/Q1291928","wikidata"
"David ben Solomon ibn Abi Zimra",1479,1573,94,"rabbi","Spain","http://www.wikidata.org/entity/Q5241455","wikidata"
"Maestro de San Narciso",1480,1530,50,"painter","Spain","http://www.wikidata.org/entity/Q26298454","wikidata"
"Meir ben Ezekiel ibn Gabbai",1480,1540,60,"rabbi","Spain","http://www.wikidata.org/entity/Q6391090","wikidata"
"Solomon Sirillo",1485,1554,69,"rabbi","Spain","http://www.wikidata.org/entity/Q1291930","wikidata"
"Cristóbal de Pedraza",1485,1553,68,"Catholic priest","Spain","http://www.wikidata.org/entity/Q5791937","wikidata"
"Juan Martínez Silíceo",1486,1557,71,"mathematician","Spain","http://www.wikidata.org/entity/Q1369930","wikidata"
"Diego de Holguín",1486,1556,70,"explorer","Spain","http://www.wikidata.org/entity/Q3707268","wikidata"
"Shimon Lavi",1486,1585,99,"rabbi","Spain","http://www.wikidata.org/entity/Q44863456","wikidata"
"Anna Trastámara d'Aragona",1489,1567,78,"aristocrat","Spain","http://www.wikidata.org/entity/Q3617837","wikidata"
"Luis de Montoya",1497,1569,72,"writer","Spain","http://www.wikidata.org/entity/Q19946548","wikidata"
"Giovanni Matta",1500,1560,60,"painter","Spain","http://www.wikidata.org/entity/Q1526249","wikidata"
"Nicolás de Piamonte",1500,1600,100,"translator","Spain","http://www.wikidata.org/entity/Q18510500","wikidata"
"Eusebi de Murano",1500,1502,2,NA,"Spain","http://www.wikidata.org/entity/Q19999529","wikidata"
"Álvaro de Saavedra Cerón",1500,1529,29,"sailor","Spain","http://www.wikidata.org/entity/Q448541","wikidata"
"Diego Álvarez Chanca",1500,1515,15,"writer","Spain","http://www.wikidata.org/entity/Q5274892","wikidata"
"Juan de Escalante",1500,1519,19,"military personnel","Spain","http://www.wikidata.org/entity/Q919172","wikidata"
"Cristóbal Ramírez de Cartagena",1501,1594,93,"politician","Spain","http://www.wikidata.org/entity/Q1140488","wikidata"
"Juan de Berzocana",1501,1567,66,"military personnel","Spain","http://www.wikidata.org/entity/Q62995359","wikidata"
"Bartolomé Hurtado",1501,1599,98,"Exploradores de España","Spain","http://www.wikidata.org/entity/Q69392895","wikidata"
"Francisco de Ulloa",1501,1540,39,"conquistador","Spain","http://www.wikidata.org/entity/Q715754","wikidata"
"Inés de Bobadilla",1505,1543,38,"politician","Spain","http://www.wikidata.org/entity/Q2901098","wikidata"
"Gaspar de Zúñiga y Avellaneda",1507,1571,64,"Catholic priest","Spain","http://www.wikidata.org/entity/Q1084566","wikidata"
"Francisco Pacheco de Toledo",1508,1579,71,"Catholic priest","Spain","http://www.wikidata.org/entity/Q2254995","wikidata"
"Fadrique Álvarez de Toledo y Osorio",1510,1569,59,NA,"Spain","http://www.wikidata.org/entity/Q30917897","wikidata"
"Isabella Bresegna",1510,1567,57,NA,"Spain","http://www.wikidata.org/entity/Q3802257","wikidata"
"Pedro de Villagra",1513,1577,64,"military personnel","Spain","http://www.wikidata.org/entity/Q941077","wikidata"
"Lope García de Castro",1516,1576,60,"military personnel","Spain","http://www.wikidata.org/entity/Q970235","wikidata"
"Pedro González de Mendoza",1518,1574,56,"prelate","Spain","http://www.wikidata.org/entity/Q109383319","wikidata"
"Fernando de Toledo Oropesa",1520,1590,70,"Catholic priest","Spain","http://www.wikidata.org/entity/Q142848","wikidata"
"Álvaro de Carvajal",1520,1580,60,NA,"Spain","http://www.wikidata.org/entity/Q6172965","wikidata"
"Rodrigo Luis de Borja y de Castre-Pinós",1524,1537,13,NA,"Spain","http://www.wikidata.org/entity/Q1080194","wikidata"
"Jerónimo Albornoz",1530,1574,44,"Latin Catholic priest","Spain","http://www.wikidata.org/entity/Q28935208","wikidata"
"Juan Fernández de Rosillo",1533,1606,73,"Catholic priest","Spain","http://www.wikidata.org/entity/Q26997499","wikidata"
"Fernán González de Eslava",1534,1603,69,"priest","Spain","http://www.wikidata.org/entity/Q27316400","wikidata"
"Francisco García Osorio",1535,1699,164,NA,"Spain","http://www.wikidata.org/entity/Q16568983","wikidata"
"Juan de los Ángeles",1536,1609,73,"writer","Spain","http://www.wikidata.org/entity/Q9016188","wikidata"
"Francisco Dávila y Guzmán",1548,1606,58,"Catholic priest","Spain","http://www.wikidata.org/entity/Q3081976","wikidata"
"Martin de Goiti",1549,1574,25,"military officer","Spain","http://www.wikidata.org/entity/Q377799","wikidata"
"Juan de Espinosa",1550,1550,0,"painter","Spain","http://www.wikidata.org/entity/Q14944526","wikidata"
"Diego de Aguilera",1550,1624,74,"painter","Spain","http://www.wikidata.org/entity/Q5274852","wikidata"
"Diego Rodriguez de Valdés",1557,1600,43,"politician","Spain","http://www.wikidata.org/entity/Q19894747","wikidata"
"Alfonso Manrique",1560,1612,52,"Catholic priest","Spain","http://www.wikidata.org/entity/Q27995623","wikidata"
"Baltasar de Zúñiga",1561,1622,61,"diplomat","Spain","http://www.wikidata.org/entity/Q805556","wikidata"
"Fernando Talaverano Gallegos",1563,1619,56,"lawyer","Spain","http://www.wikidata.org/entity/Q545662","wikidata"
"Marianna Franciszka de Jesús Torres y Berriochoa",1563,1635,72,NA,"Spain","http://www.wikidata.org/entity/Q60835965","wikidata"
"Pedro Thalesio",1565,1630,65,"composer","Spain","http://www.wikidata.org/entity/Q20006194","wikidata"
"Diego Peláez Berrío",1565,1630,65,NA,"Spain","http://www.wikidata.org/entity/Q30899261","wikidata"
"Gaspar de Borja y Velasco",1580,1645,65,"politician","Spain","http://www.wikidata.org/entity/Q615673","wikidata"
"Juan de Vargas Machuca",1581,1631,50,NA,"Spain","http://www.wikidata.org/entity/Q5953529","wikidata"
"Alonso de Figueroa y Córdoba",1584,1652,68,"military personnel","Spain","http://www.wikidata.org/entity/Q239994","wikidata"
"Domingo Pimentel Zúñiga",1585,1653,68,NA,"Spain","http://www.wikidata.org/entity/Q2255263","wikidata"
"Antonio Gonzalez",1592,1637,45,"missionary","Spain","http://www.wikidata.org/entity/Q4776669","wikidata"
"García Sarmiento de Sotomayor, 2nd Count of Salvatierra",1595,1659,64,"military personnel","Spain","http://www.wikidata.org/entity/Q2735153","wikidata"
"Francisco Antonio de Acuña Cabrera y Bayona",1597,1662,65,"military personnel","Spain","http://www.wikidata.org/entity/Q464966","wikidata"
"Francisco de la Fuente y Villalobos",1600,1656,56,"military officer","Spain","http://www.wikidata.org/entity/Q1239248","wikidata"
"Juan Gil Zambrano",1600,1700,100,"military personnel","Spain","http://www.wikidata.org/entity/Q16854434","wikidata"
"Diego de Soto y Aguilar",1600,1672,72,"historian","Spain","http://www.wikidata.org/entity/Q42293692","wikidata"
"Bartolomé de la Plaza",1600,1602,2,"canon","Spain","http://www.wikidata.org/entity/Q47510435","wikidata"
"Isabel Rodríguez",1600,1600,0,"physician","Spain","http://www.wikidata.org/entity/Q61741435","wikidata"
"Benjamin Musaphia",1606,1675,69,"alchemist","Spain","http://www.wikidata.org/entity/Q4889050","wikidata"
"Luis Enríquez de Guzmán, 9th Count of Alba de Liste",1610,1680,70,"politician","Spain","http://www.wikidata.org/entity/Q2735157","wikidata"
"Juan de Prado",1612,1670,58,"philosopher","Spain","http://www.wikidata.org/entity/Q269743","wikidata"
"Diego Dávila, 1st Marquis of Navamorcuende",1621,1680,59,"military officer","Spain","http://www.wikidata.org/entity/Q463756","wikidata"
"Juan Manuel de la Peña Bonifaz",1625,1673,48,"oidor","Spain","http://www.wikidata.org/entity/Q11051054","wikidata"
"Isaac Abendana",1640,1699,59,"rabbi","Spain","http://www.wikidata.org/entity/Q10303764","wikidata"
"Juan de Santo Domingo",1640,1726,86,"priest","Spain","http://www.wikidata.org/entity/Q63758973","wikidata"
"Fernando de Alencastre, 1st Duke of Linares",1641,1717,76,"aristocrat","Spain","http://www.wikidata.org/entity/Q2350455","wikidata"
"Tomás de Aguiar",1650,1679,29,"painter","Spain","http://www.wikidata.org/entity/Q11704556","wikidata"
"Andrés Amaya",1650,1704,54,"painter","Spain","http://www.wikidata.org/entity/Q15214498","wikidata"
"Juan Bruno Téllez de Guzmán",1650,1699,49,NA,"Spain","http://www.wikidata.org/entity/Q2882593","wikidata"
"Juan de Torres y de la Vega Ponce de León",1650,1719,69,"military personnel","Spain","http://www.wikidata.org/entity/Q44739593","wikidata"
"Jeronimo de Sosa",1650,1711,61,"monk","Spain","http://www.wikidata.org/entity/Q844751","wikidata"
"Baltasar de Zúñiga, 1st Duke of Arión",1658,1727,69,"politician","Spain","http://www.wikidata.org/entity/Q525089","wikidata"
"Antonio Ignacio de la Pedrosa y Guerrero",1660,1800,140,"lawyer","Spain","http://www.wikidata.org/entity/Q3619720","wikidata"
"Vicente de Argote i de Córdoba",1660,1726,66,"military personnel","Spain","http://www.wikidata.org/entity/Q47310926","wikidata"
