"name","birth","death","lifespan","occupation","country","id","dataset"
"Gisulf I of Salerno",930,977,47,NA,"Italy","http://www.wikidata.org/entity/Q2705844","wikidata"
"John II of Salerno",950,999,49,NA,"Italy","http://www.wikidata.org/entity/Q2518611","wikidata"
"Hanoch ben Moses",950,1014,64,"rabbi","Italy","http://www.wikidata.org/entity/Q3126888","wikidata"
"Pandulf III of Benevento",950,1059,109,"monarch","Italy","http://www.wikidata.org/entity/Q3330966","wikidata"
"Guaimar III of Salerno",983,1027,44,NA,"Italy","http://www.wikidata.org/entity/Q2595342","wikidata"
"Landulf V of Benevento",1000,1033,33,NA,"Italy","http://www.wikidata.org/entity/Q1451571","wikidata"
"Sigizzone Bianchelli il Vecchio",1001,1100,99,"cardinal","Italy","http://www.wikidata.org/entity/Q18415642","wikidata"
"Sigizzone Bianchelli il Giovane",1001,1130,129,"cardinal","Italy","http://www.wikidata.org/entity/Q18420427","wikidata"
"Landolfus Sagax",1010,1199,189,"writer","Italy","http://www.wikidata.org/entity/Q1541662","wikidata"
"Guaimar IV of Salerno",1013,1052,39,"aristocrat","Italy","http://www.wikidata.org/entity/Q58374","wikidata"
"Gisulf II of Salerno",1030,1090,60,"Q3253618","Italy","http://www.wikidata.org/entity/Q557101","wikidata"
"Beatrice I, Abbess of Quedlinburg",1037,1061,24,"abbess","Italy","http://www.wikidata.org/entity/Q273147","wikidata"
"Abelard of Hauteville",1044,1081,37,"Lord","Italy","http://www.wikidata.org/entity/Q1084542","wikidata"
"Herman of Hauteville",1048,1097,49,"military personnel","Italy","http://www.wikidata.org/entity/Q1084512","wikidata"
"Robert II of Capua",1050,1156,106,"military personnel","Italy","http://www.wikidata.org/entity/Q1150295","wikidata"
"Benzon d'Albe",1050,1085,35,"religious servant","Italy","http://www.wikidata.org/entity/Q2896799","wikidata"
"Pandolfo III",1050,1052,2,"aristocrat","Italy","http://www.wikidata.org/entity/Q3893151","wikidata"
"William, Count of Monte Sant'Angelo",1060,1100,40,"aristocrat","Italy","http://www.wikidata.org/entity/Q1392225","wikidata"
"Alexander, Count of Conversano",1070,1142,72,"military personnel","Italy","http://www.wikidata.org/entity/Q1188484","wikidata"
"Tancred, Prince of Galilee",1072,1112,40,"knight","Italy","http://www.wikidata.org/entity/Q51720","wikidata"
"William of Maleval",1100,1157,57,"anchorite","Italy","http://www.wikidata.org/entity/Q119512","wikidata"
"Alexander of Telese",1100,1143,43,"historian","Italy","http://www.wikidata.org/entity/Q1385832","wikidata"
"Roger of Salerno",1100,1119,19,"knight","Italy","http://www.wikidata.org/entity/Q550310","wikidata"
"Blessed Gerard of Clairvaux",1120,1177,57,NA,"Italy","http://www.wikidata.org/entity/Q1512844","wikidata"
"Alfonso of Hauteville",1122,1144,22,"politician","Italy","http://www.wikidata.org/entity/Q653983","wikidata"
"Matthew Bonnellus",1130,1161,31,"military personnel","Italy","http://www.wikidata.org/entity/Q2257419","wikidata"
"Richard, Count of Molise",1150,1170,20,"aristocrat","Italy","http://www.wikidata.org/entity/Q2109683","wikidata"
"Biduino",1150,1200,50,"architect","Italy","http://www.wikidata.org/entity/Q2901766","wikidata"
"Bohemond II of Manoppello",1150,1169,19,"military personnel","Italy","http://www.wikidata.org/entity/Q2908823","wikidata"
"Roger III of Sicily",1175,1193,18,"aristocrat","Italy","http://www.wikidata.org/entity/Q736421","wikidata"
"Isaiah di Trani",1180,1250,70,"rabbi","Italy","http://www.wikidata.org/entity/Q1688038","wikidata"
"Stefano de Normandis dei Conti",1200,1254,54,"Catholic priest","Italy","http://www.wikidata.org/entity/Q3498007","wikidata"
"Guy Pallavicini",1200,1237,37,"Crusader","Italy","http://www.wikidata.org/entity/Q975512","wikidata"
"Rogerio de Todi",1201,1237,36,"Catholic priest","Italy","http://www.wikidata.org/entity/Q23926902","wikidata"
"Guido of Siena",1230,1290,60,"painter","Italy","http://www.wikidata.org/entity/Q15798","wikidata"
"Vigoroso da Siena",1240,1295,55,"illuminator","Italy","http://www.wikidata.org/entity/Q3558221","wikidata"
"Rinaldo da Siena",1250,1300,50,"illuminator","Italy","http://www.wikidata.org/entity/Q14658704","wikidata"
"Giovanni di Vico",1250,1366,116,"condottiero","Italy","http://www.wikidata.org/entity/Q3107546","wikidata"
"Guccio di Mannaia",1250,1320,70,"goldsmith","Italy","http://www.wikidata.org/entity/Q3118842","wikidata"
"Gian Battista Casella",1250,1300,50,"composer","Italy","http://www.wikidata.org/entity/Q785965","wikidata"
"Filippo Rusuti",1255,1325,70,"painter","Italy","http://www.wikidata.org/entity/Q2248101","wikidata"
"Maino De Maineri",1300,1368,68,"physician","Italy","http://www.wikidata.org/entity/Q12900989","wikidata"
"Francesco di Pesello",1301,1450,149,"painter","Italy","http://www.wikidata.org/entity/Q3081149","wikidata"
"Maestro Guccio",1350,1409,59,"painter","Italy","http://www.wikidata.org/entity/Q3276358","wikidata"
"Aghinetti",1350,1409,59,"painter","Italy","http://www.wikidata.org/entity/Q925243","wikidata"
"Boffille de Juge",1401,1502,101,"mercenary","Italy","http://www.wikidata.org/entity/Q2345497","wikidata"
"François Prelati",1414,1446,32,"alchemist","Italy","http://www.wikidata.org/entity/Q24266226","wikidata"
"Roberto Sanseverino d'Aragona",1418,1487,69,"condottiero","Italy","http://www.wikidata.org/entity/Q3436971","wikidata"
"Simone Pope the Elder",1430,1488,58,"painter","Italy","http://www.wikidata.org/entity/Q3484593","wikidata"
"Alessandro Sanseverino",1450,1527,77,"prelate","Italy","http://www.wikidata.org/entity/Q2832813","wikidata"
"Buono de' Buoni",1450,1460,10,"painter","Italy","http://www.wikidata.org/entity/Q2928282","wikidata"
"Michelangelo di Pietro",1460,1525,65,"painter","Italy","http://www.wikidata.org/entity/Q3311257","wikidata"
"Belisario Acquaviva",1464,1528,64,"politician","Italy","http://www.wikidata.org/entity/Q2268287","wikidata"
"Ramberto Novello Malatesta",1475,1532,57,"condottiero","Italy","http://www.wikidata.org/entity/Q3418402","wikidata"
"Sinibaldo Ibi",1475,1550,75,"painter","Italy","http://www.wikidata.org/entity/Q3484993","wikidata"
"Johannes Augustinus Pantheus",1500,1535,35,"Catholic priest","Italy","http://www.wikidata.org/entity/Q3106979","wikidata"
"Alfonso Parigi the Elder",1505,1590,85,"architect","Italy","http://www.wikidata.org/entity/Q2834874","wikidata"
"Jean Jouvenet le vieux",1505,1615,110,"painter","Italy","http://www.wikidata.org/entity/Q3172848","wikidata"
"Luc Lange",1505,1553,48,"sculptor","Italy","http://www.wikidata.org/entity/Q3264850","wikidata"
"Onofrio Bartolini",1508,1556,48,"Catholic priest","Italy","http://www.wikidata.org/entity/Q3882736","wikidata"
"Benedetto Verino",1512,1570,58,"copperplate engraver","Italy","http://www.wikidata.org/entity/Q816850","wikidata"
"Giacomo Rocca",1532,1605,73,"painter","Italy","http://www.wikidata.org/entity/Q3105084","wikidata"
"Fabrice Caietain",1540,1578,38,"composer","Italy","http://www.wikidata.org/entity/Q3063912","wikidata"
"Friedrich Sustris",1540,1599,59,"architect","Italy","http://www.wikidata.org/entity/Q67350","wikidata"
"Pietro Amico Giacobetti",1558,1616,58,"composer","Italy","http://www.wikidata.org/entity/Q36697293","wikidata"
"Fabrizio Castello",1562,1617,55,"painter","Italy","http://www.wikidata.org/entity/Q10866591","wikidata"
"Antonio Gandini",1565,1630,65,"painter","Italy","http://www.wikidata.org/entity/Q2857301","wikidata"
"Allessandro Masnago",1575,1612,37,"sculptor","Italy","http://www.wikidata.org/entity/Q4732175","wikidata"
"Aurelio Archinti",1588,1622,34,"Catholic priest","Italy","http://www.wikidata.org/entity/Q27995626","wikidata"
"Karl Philibert Ferrara Fiesco, Graf von Candel",1600,1675,75,"Vogt","Italy","http://www.wikidata.org/entity/Q17322757","wikidata"
"Gian Battista Macolino",1604,1673,69,"painter","Italy","http://www.wikidata.org/entity/Q29364882","wikidata"
"Domenico Anglesi",1610,1674,64,"composer","Italy","http://www.wikidata.org/entity/Q105478945","wikidata"
"Pietro Paolo Baldini",1614,1684,70,"painter","Italy","http://www.wikidata.org/entity/Q3388160","wikidata"
"Alfonso Boschi",1615,1656,41,"painter","Italy","http://www.wikidata.org/entity/Q2834845","wikidata"
"Giovanni Paolo Foscarini",1621,1647,26,"composer","Italy","http://www.wikidata.org/entity/Q3107299","wikidata"
"Francesco Barbieri",1623,1698,75,"painter","Italy","http://www.wikidata.org/entity/Q3080902","wikidata"
"Giulio Broggio",1628,1703,75,"architect","Italy","http://www.wikidata.org/entity/Q1527993","wikidata"
"Giovanni Antonio Dario",1630,1702,72,"architect","Italy","http://www.wikidata.org/entity/Q1525735","wikidata"
"Davide Cocco Palmieri",1632,1711,79,"Catholic priest","Italy","http://www.wikidata.org/entity/Q19288272","wikidata"
"Pietro Giuseppe Gaetano Boni",1650,1750,100,"composer","Italy","http://www.wikidata.org/entity/Q15407614","wikidata"
"Ludovico Roncalli",1654,1713,59,"composer","Italy","http://www.wikidata.org/entity/Q456139","wikidata"
"Giovanni-Battista Agneletti",1656,1673,17,"composer","Italy","http://www.wikidata.org/entity/Q3106969","wikidata"
"Pietro Paolo Bencini",1670,1755,85,"composer","Italy","http://www.wikidata.org/entity/Q527061","wikidata"
"Antonio Rambaldo Count Collalto",1681,1740,59,"diplomat","Italy","http://www.wikidata.org/entity/Q26868365","wikidata"
"Giacobbe Cervetto",1682,1783,101,"composer","Italy","http://www.wikidata.org/entity/Q1364637","wikidata"
"Giuseppe Maria Tanfani",1689,1771,82,"composer","Italy","http://www.wikidata.org/entity/Q57781250","wikidata"
"Filippo Nicolini",1700,1775,75,"director","Italy","http://www.wikidata.org/entity/Q1413949","wikidata"
"Vincenzo Gambi",1701,1819,118,"military personnel","Italy","http://www.wikidata.org/entity/Q7932233","wikidata"
"Frans Primavesi",1715,1774,59,"instrument maker","Italy","http://www.wikidata.org/entity/Q65961026","wikidata"
"Niccolo Pasquali",1718,1757,39,"composer","Italy","http://www.wikidata.org/entity/Q4346510","wikidata"
"Hieronymus Lapis",1723,1798,75,"painter","Italy","http://www.wikidata.org/entity/Q18602852","wikidata"
"Joseph Genelli",1724,1792,68,"painter","Italy","http://www.wikidata.org/entity/Q55850314","wikidata"
"Innozenz Danzi",1730,1798,68,"musician","Italy","http://www.wikidata.org/entity/Q26243656","wikidata"
"Q60640133",1731,1796,65,"priest","Italy","http://www.wikidata.org/entity/Q60640133","wikidata"
"Bernardo Lezzano",1739,1827,88,NA,"Italy","http://www.wikidata.org/entity/Q15071168","wikidata"
"Luigi Schiatti",1740,1805,65,"composer","Italy","http://www.wikidata.org/entity/Q18277809","wikidata"
"Anna Bon la cagona",1740,1767,27,"composer","Italy","http://www.wikidata.org/entity/Q440156","wikidata"
"Francesco Zuliani",1743,1806,63,"physician","Italy","http://www.wikidata.org/entity/Q3081117","wikidata"
"Francisco Muzzi",1750,1802,52,"painter","Italy","http://www.wikidata.org/entity/Q10285025","wikidata"
"Jean-Baptiste d'Aloy",1750,1786,36,"actor","Italy","http://www.wikidata.org/entity/Q11716990","wikidata"
"Verdoni",1750,1804,54,"author","Italy","http://www.wikidata.org/entity/Q1656453","wikidata"
"Élisabeth Duparc",1750,1778,28,"painter","Italy","http://www.wikidata.org/entity/Q2943229","wikidata"
"George Anthony Molteno",1751,1816,65,"bookseller","Italy","http://www.wikidata.org/entity/Q24232978","wikidata"
"Carlo Uttini",1753,1808,55,"actor","Italy","http://www.wikidata.org/entity/Q6220839","wikidata"
"Antoine Carcano",1755,1820,65,"inventor","Italy","http://www.wikidata.org/entity/Q2853761","wikidata"
"Luigi Mayer",1755,1803,48,"painter","Italy","http://www.wikidata.org/entity/Q6700091","wikidata"
"Philippe Abraham Peticolas",1760,1841,81,"artist","Italy","http://www.wikidata.org/entity/Q21071029","wikidata"
"Michael Angelo Pergolesi",1760,1801,41,"interior designer","Italy","http://www.wikidata.org/entity/Q6828221","wikidata"
"Teresa Strinasacchi",1764,1831,67,"soprano","Italy","http://www.wikidata.org/entity/Q2404614","wikidata"
"Q57538438",1768,1820,52,"poet","Italy","http://www.wikidata.org/entity/Q57538438","wikidata"
"Fortunata Angiolini",1776,1817,41,"ballet dancer","Italy","http://www.wikidata.org/entity/Q16272315","wikidata"
"Giovanni Battista Scotti",1776,1830,54,"painter","Italy","http://www.wikidata.org/entity/Q4422461","wikidata"
"Antoni Calebotta",1784,1828,44,"priest","Italy","http://www.wikidata.org/entity/Q11686363","wikidata"
"Pierre-Christophe Christille",1787,1865,78,"soldier","Italy","http://www.wikidata.org/entity/Q18221990","wikidata"
"Giuseppe Marri",1788,1852,64,"painter","Italy","http://www.wikidata.org/entity/Q16066358","wikidata"
"Costanza Monti",1792,1840,48,"writer","Italy","http://www.wikidata.org/entity/Q15635649","wikidata"
"Albert Kaetan von Edling",1792,1841,49,"diplomat","Italy","http://www.wikidata.org/entity/Q4529897","wikidata"
"Leandro Biglioschi",1800,1850,50,"sculptor","Italy","http://www.wikidata.org/entity/Q106674155","wikidata"
"Tadini",1800,1880,80,"ophthalmologist","Italy","http://www.wikidata.org/entity/Q7674629","wikidata"
"Fortunato Brescia Tassano",1801,1951,150,"businessperson","Italy","http://www.wikidata.org/entity/Q46795718","wikidata"
"Charles René Augustin Léclancher",1804,1857,53,"physician","Italy","http://www.wikidata.org/entity/Q2960107","wikidata"
"Joseph Orsi",1808,1899,91,"novelist","Italy","http://www.wikidata.org/entity/Q64685849","wikidata"
"Q29033740",1810,1873,63,"rabbi","Italy","http://www.wikidata.org/entity/Q29033740","wikidata"
"Vittorio della Rovere",1811,1855,44,"photographer","Italy","http://www.wikidata.org/entity/Q3561376","wikidata"
"Bartolomeo Pisani",1811,1876,65,"musician","Italy","http://www.wikidata.org/entity/Q5721319","wikidata"
"Giuseppe Aggarbati",1813,1880,67,"Catholic priest","Italy","http://www.wikidata.org/entity/Q61061783","wikidata"
"Henry Negretti",1818,1879,61,"photographer","Italy","http://www.wikidata.org/entity/Q18528639","wikidata"
"Benito Panunzi",1819,1894,75,"photographer","Italy","http://www.wikidata.org/entity/Q2895952","wikidata"
"Andrea Bellini",1820,1900,80,"singer","Italy","http://www.wikidata.org/entity/Q933464","wikidata"
"Q4332562",1821,1880,59,"military officer","Italy","http://www.wikidata.org/entity/Q4332562","wikidata"
"Luisa Melzi d'Eril",1822,1868,46,NA,"Italy","http://www.wikidata.org/entity/Q3266916","wikidata"
"Giovanni Pellegrini",1823,1896,73,"sculptor","Italy","http://www.wikidata.org/entity/Q110257165","wikidata"
"Giovanni Viotti",1828,1852,24,"stucco","Italy","http://www.wikidata.org/entity/Q55088078","wikidata"
"Tancrède Dumas",1830,1905,75,"photographer","Italy","http://www.wikidata.org/entity/Q3292067","wikidata"
"Luigi Terragno",1831,1891,60,"photographer","Italy","http://www.wikidata.org/entity/Q10320518","wikidata"
"Albert Henry William Battiscombe",1831,1918,87,"navy sailor","Italy","http://www.wikidata.org/entity/Q106359126","wikidata"
"Vincenzo Moretti",1835,1901,66,"glass artist","Italy","http://www.wikidata.org/entity/Q111264587","wikidata"
"Raffaele Abecco",1836,1879,43,"singer","Italy","http://www.wikidata.org/entity/Q56604298","wikidata"
"Louis Rebisso",1837,1899,62,"sculptor","Italy","http://www.wikidata.org/entity/Q6688039","wikidata"
"Albert Salamonsky",1839,1913,74,"businessperson","Italy","http://www.wikidata.org/entity/Q4405681","wikidata"
"Luis Zambrini",1839,1939,100,"politician","Italy","http://www.wikidata.org/entity/Q9025421","wikidata"
"Rodolphe Galli",1840,1863,23,"sculptor","Italy","http://www.wikidata.org/entity/Q21634493","wikidata"
"Leopoldo Franciolini",1844,1920,76,"harpsichord maker","Italy","http://www.wikidata.org/entity/Q3229815","wikidata"
"Andrea Longo",1844,1930,86,"botanist","Italy","http://www.wikidata.org/entity/Q5675192","wikidata"
"Carlos Bertazioli",1845,1923,78,"photographer","Italy","http://www.wikidata.org/entity/Q35329541","wikidata"
"Delia Rodríguez",1850,1999,149,"singer","Italy","http://www.wikidata.org/entity/Q19788653","wikidata"
"Ida Negri",1850,1999,149,"actor","Italy","http://www.wikidata.org/entity/Q20016867","wikidata"
"Giovanni Bianchi",1850,2000,150,"mycologist","Italy","http://www.wikidata.org/entity/Q3107102","wikidata"
"Rosè Angione",1850,2000,150,"actor","Italy","http://www.wikidata.org/entity/Q3442910","wikidata"
"William Guelpa",1850,1930,80,"physician","Italy","http://www.wikidata.org/entity/Q91234331","wikidata"
"Mary Crawford Fraser",1851,1922,71,"writer","Italy","http://www.wikidata.org/entity/Q6779264","wikidata"
"João Brícola",1853,1914,61,"banker","Italy","http://www.wikidata.org/entity/Q20048664","wikidata"
"Ernesto Sivori",1853,1923,70,"singer","Italy","http://www.wikidata.org/entity/Q3732334","wikidata"
"Benedetto Lorenzelli",1853,1915,62,"writer","Italy","http://www.wikidata.org/entity/Q816849","wikidata"
"Cayetano Domingo Grossi",1854,1900,46,NA,"Italy","http://www.wikidata.org/entity/Q17462726","wikidata"
"Sofia Altamura",1854,1872,18,NA,"Italy","http://www.wikidata.org/entity/Q98598262","wikidata"
"Pacificio Fiorani",1855,1924,69,"Catholic priest","Italy","http://www.wikidata.org/entity/Q2045590","wikidata"
"Q24210276",1857,1932,75,"conductor","Italy","http://www.wikidata.org/entity/Q24210276","wikidata"
"Q26769508",1859,1939,80,"art historian","Italy","http://www.wikidata.org/entity/Q26769508","wikidata"
"Carlo Balboni",1860,1947,87,"sculptor","Italy","http://www.wikidata.org/entity/Q15918396","wikidata"
"Q55108623",1860,1916,56,"diplomat","Italy","http://www.wikidata.org/entity/Q55108623","wikidata"
"Dominic Pozzoni",1861,1924,63,"Catholic priest","Italy","http://www.wikidata.org/entity/Q5290625","wikidata"
"Giacomo Lombardi",1862,1934,72,"missionary","Italy","http://www.wikidata.org/entity/Q10289424","wikidata"
"László Kiss",1862,1928,66,"Catholic priest","Italy","http://www.wikidata.org/entity/Q25468374","wikidata"
"Teresa Maria Carini",1863,1951,88,"activist","Italy","http://www.wikidata.org/entity/Q105237072","wikidata"
